"","year","state","county","category","type","rate","unit","age","race","gender","fips","income"
"2831","2013","GA","twiggs","Cardiovascular Diseases","All stroke",27.2,"per 100,000","Ages 35-64 years","Overall","Overall","13289",32061
"2832","2014","GA","twiggs","Cardiovascular Diseases","All stroke",28.4,"per 100,000","Ages 35-64 years","Overall","Overall","13289",34311
"2833","2019","GA","twiggs","Cardiovascular Diseases","All stroke",27,"per 100,000","Ages 35-64 years","Overall","Overall","13289",39395
"2834","2017","GA","twiggs","Cardiovascular Diseases","All stroke",28.4,"per 100,000","Ages 35-64 years","Overall","Overall","13289",37627
"2835","2016","GA","twiggs","Cardiovascular Diseases","All stroke",27.7,"per 100,000","Ages 35-64 years","Overall","Overall","13289",35767
"2836","2015","GA","twiggs","Cardiovascular Diseases","All stroke",29.8,"per 100,000","Ages 35-64 years","Overall","Overall","13289",34564
"2837","2011","GA","twiggs","Cardiovascular Diseases","All stroke",27.3,"per 100,000","Ages 35-64 years","Overall","Overall","13289",29314
"2838","2018","GA","twiggs","Cardiovascular Diseases","All stroke",27.7,"per 100,000","Ages 35-64 years","Overall","Overall","13289",40802
"2839","2012","GA","twiggs","Cardiovascular Diseases","All stroke",27.6,"per 100,000","Ages 35-64 years","Overall","Overall","13289",31192
"2840","2010","GA","twiggs","Cardiovascular Diseases","All stroke",28.9,"per 100,000","Ages 35-64 years","Overall","Overall","13289",27693
"2841","2016","GA","twiggs","Cardiovascular Diseases","All stroke",296.5,"per 100,000","Ages 65 years and older","Overall","Overall","13289",35767
"2842","2014","GA","twiggs","Cardiovascular Diseases","All stroke",321.6,"per 100,000","Ages 65 years and older","Overall","Overall","13289",34311
"2843","2015","GA","twiggs","Cardiovascular Diseases","All stroke",324.3,"per 100,000","Ages 65 years and older","Overall","Overall","13289",34564
"2844","2017","GA","twiggs","Cardiovascular Diseases","All stroke",284.1,"per 100,000","Ages 65 years and older","Overall","Overall","13289",37627
"2845","2019","GA","twiggs","Cardiovascular Diseases","All stroke",272.5,"per 100,000","Ages 65 years and older","Overall","Overall","13289",39395
"2846","2018","GA","twiggs","Cardiovascular Diseases","All stroke",287,"per 100,000","Ages 65 years and older","Overall","Overall","13289",40802
"2847","2013","GA","twiggs","Cardiovascular Diseases","All stroke",320.1,"per 100,000","Ages 65 years and older","Overall","Overall","13289",32061
"2848","2011","GA","twiggs","Cardiovascular Diseases","All stroke",333.1,"per 100,000","Ages 65 years and older","Overall","Overall","13289",29314
"2849","2010","GA","twiggs","Cardiovascular Diseases","All stroke",355.1,"per 100,000","Ages 65 years and older","Overall","Overall","13289",27693
"2850","2012","GA","twiggs","Cardiovascular Diseases","All stroke",319.4,"per 100,000","Ages 65 years and older","Overall","Overall","13289",31192
"2851","2013","GA","union","Cardiovascular Diseases","All stroke",15,"per 100,000","Ages 35-64 years","Overall","Overall","13291",31106
"2852","2014","GA","union","Cardiovascular Diseases","All stroke",16.5,"per 100,000","Ages 35-64 years","Overall","Overall","13291",32282
"2853","2019","GA","union","Cardiovascular Diseases","All stroke",17.2,"per 100,000","Ages 35-64 years","Overall","Overall","13291",40040
"2854","2017","GA","union","Cardiovascular Diseases","All stroke",17.3,"per 100,000","Ages 35-64 years","Overall","Overall","13291",37203
"2855","2016","GA","union","Cardiovascular Diseases","All stroke",17.4,"per 100,000","Ages 35-64 years","Overall","Overall","13291",35720
"2856","2015","GA","union","Cardiovascular Diseases","All stroke",16.8,"per 100,000","Ages 35-64 years","Overall","Overall","13291",34934
"2857","2011","GA","union","Cardiovascular Diseases","All stroke",15,"per 100,000","Ages 35-64 years","Overall","Overall","13291",30122
"2858","2018","GA","union","Cardiovascular Diseases","All stroke",16.4,"per 100,000","Ages 35-64 years","Overall","Overall","13291",38089
"2859","2012","GA","union","Cardiovascular Diseases","All stroke",14.7,"per 100,000","Ages 35-64 years","Overall","Overall","13291",31168
"2860","2010","GA","union","Cardiovascular Diseases","All stroke",15.6,"per 100,000","Ages 35-64 years","Overall","Overall","13291",29184
"2861","2016","GA","union","Cardiovascular Diseases","All stroke",268.6,"per 100,000","Ages 65 years and older","Overall","Overall","13291",35720
"2862","2014","GA","union","Cardiovascular Diseases","All stroke",245.4,"per 100,000","Ages 65 years and older","Overall","Overall","13291",32282
"2863","2015","GA","union","Cardiovascular Diseases","All stroke",267.8,"per 100,000","Ages 65 years and older","Overall","Overall","13291",34934
"2864","2017","GA","union","Cardiovascular Diseases","All stroke",258,"per 100,000","Ages 65 years and older","Overall","Overall","13291",37203
"2865","2019","GA","union","Cardiovascular Diseases","All stroke",220.1,"per 100,000","Ages 65 years and older","Overall","Overall","13291",40040
"2866","2018","GA","union","Cardiovascular Diseases","All stroke",245.2,"per 100,000","Ages 65 years and older","Overall","Overall","13291",38089
"2867","2013","GA","union","Cardiovascular Diseases","All stroke",254.3,"per 100,000","Ages 65 years and older","Overall","Overall","13291",31106
"2868","2011","GA","union","Cardiovascular Diseases","All stroke",262,"per 100,000","Ages 65 years and older","Overall","Overall","13291",30122
"2869","2010","GA","union","Cardiovascular Diseases","All stroke",268.3,"per 100,000","Ages 65 years and older","Overall","Overall","13291",29184
"2870","2012","GA","union","Cardiovascular Diseases","All stroke",260,"per 100,000","Ages 65 years and older","Overall","Overall","13291",31168
"2871","2013","GA","upson","Cardiovascular Diseases","All stroke",38.3,"per 100,000","Ages 35-64 years","Overall","Overall","13293",29214
"2872","2014","GA","upson","Cardiovascular Diseases","All stroke",39.4,"per 100,000","Ages 35-64 years","Overall","Overall","13293",30273
"2873","2019","GA","upson","Cardiovascular Diseases","All stroke",37.7,"per 100,000","Ages 35-64 years","Overall","Overall","13293",35635
"2874","2017","GA","upson","Cardiovascular Diseases","All stroke",40.3,"per 100,000","Ages 35-64 years","Overall","Overall","13293",32632
"2875","2016","GA","upson","Cardiovascular Diseases","All stroke",40.9,"per 100,000","Ages 35-64 years","Overall","Overall","13293",32466
"2876","2015","GA","upson","Cardiovascular Diseases","All stroke",43.5,"per 100,000","Ages 35-64 years","Overall","Overall","13293",31435
"2877","2011","GA","upson","Cardiovascular Diseases","All stroke",39.5,"per 100,000","Ages 35-64 years","Overall","Overall","13293",28939
"2878","2018","GA","upson","Cardiovascular Diseases","All stroke",39.3,"per 100,000","Ages 35-64 years","Overall","Overall","13293",33684
"2879","2012","GA","upson","Cardiovascular Diseases","All stroke",39,"per 100,000","Ages 35-64 years","Overall","Overall","13293",29529
"2880","2010","GA","upson","Cardiovascular Diseases","All stroke",43.1,"per 100,000","Ages 35-64 years","Overall","Overall","13293",27289
"2881","2016","GA","upson","Cardiovascular Diseases","All stroke",425.8,"per 100,000","Ages 65 years and older","Overall","Overall","13293",32466
"2882","2014","GA","upson","Cardiovascular Diseases","All stroke",436.9,"per 100,000","Ages 65 years and older","Overall","Overall","13293",30273
"2883","2015","GA","upson","Cardiovascular Diseases","All stroke",458.2,"per 100,000","Ages 65 years and older","Overall","Overall","13293",31435
"2884","2017","GA","upson","Cardiovascular Diseases","All stroke",438.5,"per 100,000","Ages 65 years and older","Overall","Overall","13293",32632
"2885","2019","GA","upson","Cardiovascular Diseases","All stroke",429.8,"per 100,000","Ages 65 years and older","Overall","Overall","13293",35635
"2886","2018","GA","upson","Cardiovascular Diseases","All stroke",456.7,"per 100,000","Ages 65 years and older","Overall","Overall","13293",33684
"2887","2013","GA","upson","Cardiovascular Diseases","All stroke",426.4,"per 100,000","Ages 65 years and older","Overall","Overall","13293",29214
"2888","2011","GA","upson","Cardiovascular Diseases","All stroke",451.5,"per 100,000","Ages 65 years and older","Overall","Overall","13293",28939
"2889","2010","GA","upson","Cardiovascular Diseases","All stroke",496.2,"per 100,000","Ages 65 years and older","Overall","Overall","13293",27289
"2890","2012","GA","upson","Cardiovascular Diseases","All stroke",424.4,"per 100,000","Ages 65 years and older","Overall","Overall","13293",29529
"2891","2013","GA","walker","Cardiovascular Diseases","All stroke",21.5,"per 100,000","Ages 35-64 years","Overall","Overall","13295",28550
"2892","2014","GA","walker","Cardiovascular Diseases","All stroke",24,"per 100,000","Ages 35-64 years","Overall","Overall","13295",29406
"2893","2019","GA","walker","Cardiovascular Diseases","All stroke",24.5,"per 100,000","Ages 35-64 years","Overall","Overall","13295",35186
"2894","2017","GA","walker","Cardiovascular Diseases","All stroke",26.3,"per 100,000","Ages 35-64 years","Overall","Overall","13295",32614
"2895","2016","GA","walker","Cardiovascular Diseases","All stroke",27.9,"per 100,000","Ages 35-64 years","Overall","Overall","13295",31470
"2896","2015","GA","walker","Cardiovascular Diseases","All stroke",25.8,"per 100,000","Ages 35-64 years","Overall","Overall","13295",30645
"2897","2011","GA","walker","Cardiovascular Diseases","All stroke",20.9,"per 100,000","Ages 35-64 years","Overall","Overall","13295",27158
"2898","2018","GA","walker","Cardiovascular Diseases","All stroke",24.3,"per 100,000","Ages 35-64 years","Overall","Overall","13295",33761
"2899","2012","GA","walker","Cardiovascular Diseases","All stroke",20.7,"per 100,000","Ages 35-64 years","Overall","Overall","13295",28417
"2900","2010","GA","walker","Cardiovascular Diseases","All stroke",20.4,"per 100,000","Ages 35-64 years","Overall","Overall","13295",26313
"2901","2016","GA","walker","Cardiovascular Diseases","All stroke",345.2,"per 100,000","Ages 65 years and older","Overall","Overall","13295",31470
"2902","2014","GA","walker","Cardiovascular Diseases","All stroke",314,"per 100,000","Ages 65 years and older","Overall","Overall","13295",29406
"2903","2015","GA","walker","Cardiovascular Diseases","All stroke",335.5,"per 100,000","Ages 65 years and older","Overall","Overall","13295",30645
"2904","2017","GA","walker","Cardiovascular Diseases","All stroke",333.5,"per 100,000","Ages 65 years and older","Overall","Overall","13295",32614
"2905","2019","GA","walker","Cardiovascular Diseases","All stroke",296.6,"per 100,000","Ages 65 years and older","Overall","Overall","13295",35186
"2906","2018","GA","walker","Cardiovascular Diseases","All stroke",324.1,"per 100,000","Ages 65 years and older","Overall","Overall","13295",33761
"2907","2013","GA","walker","Cardiovascular Diseases","All stroke",306.1,"per 100,000","Ages 65 years and older","Overall","Overall","13295",28550
"2908","2011","GA","walker","Cardiovascular Diseases","All stroke",305,"per 100,000","Ages 65 years and older","Overall","Overall","13295",27158
"2909","2010","GA","walker","Cardiovascular Diseases","All stroke",311.5,"per 100,000","Ages 65 years and older","Overall","Overall","13295",26313
"2910","2012","GA","walker","Cardiovascular Diseases","All stroke",299.6,"per 100,000","Ages 65 years and older","Overall","Overall","13295",28417
"2911","2013","GA","walton","Cardiovascular Diseases","All stroke",19.8,"per 100,000","Ages 35-64 years","Overall","Overall","13297",32819
"2912","2014","GA","walton","Cardiovascular Diseases","All stroke",21.6,"per 100,000","Ages 35-64 years","Overall","Overall","13297",34245
"2913","2019","GA","walton","Cardiovascular Diseases","All stroke",21.4,"per 100,000","Ages 35-64 years","Overall","Overall","13297",43227
"2914","2017","GA","walton","Cardiovascular Diseases","All stroke",21.2,"per 100,000","Ages 35-64 years","Overall","Overall","13297",39317
"2915","2016","GA","walton","Cardiovascular Diseases","All stroke",20.9,"per 100,000","Ages 35-64 years","Overall","Overall","13297",37703
"2916","2015","GA","walton","Cardiovascular Diseases","All stroke",22.1,"per 100,000","Ages 35-64 years","Overall","Overall","13297",36364
"2917","2011","GA","walton","Cardiovascular Diseases","All stroke",20.4,"per 100,000","Ages 35-64 years","Overall","Overall","13297",30991
"2918","2018","GA","walton","Cardiovascular Diseases","All stroke",21.4,"per 100,000","Ages 35-64 years","Overall","Overall","13297",40914
"2919","2012","GA","walton","Cardiovascular Diseases","All stroke",20.1,"per 100,000","Ages 35-64 years","Overall","Overall","13297",32513
"2920","2010","GA","walton","Cardiovascular Diseases","All stroke",21.4,"per 100,000","Ages 35-64 years","Overall","Overall","13297",30038
"2921","2013","GA","ware","Cardiovascular Diseases","All stroke",24.4,"per 100,000","Ages 35-64 years","Overall","Overall","13299",28184
"2922","2014","GA","ware","Cardiovascular Diseases","All stroke",25,"per 100,000","Ages 35-64 years","Overall","Overall","13299",29345
"2923","2016","GA","walton","Cardiovascular Diseases","All stroke",328.4,"per 100,000","Ages 65 years and older","Overall","Overall","13297",37703
"2924","2014","GA","walton","Cardiovascular Diseases","All stroke",312.7,"per 100,000","Ages 65 years and older","Overall","Overall","13297",34245
"2925","2015","GA","walton","Cardiovascular Diseases","All stroke",341.7,"per 100,000","Ages 65 years and older","Overall","Overall","13297",36364
"2926","2017","GA","walton","Cardiovascular Diseases","All stroke",325.1,"per 100,000","Ages 65 years and older","Overall","Overall","13297",39317
"2927","2019","GA","walton","Cardiovascular Diseases","All stroke",311.3,"per 100,000","Ages 65 years and older","Overall","Overall","13297",43227
"2928","2018","GA","walton","Cardiovascular Diseases","All stroke",339.4,"per 100,000","Ages 65 years and older","Overall","Overall","13297",40914
"2929","2013","GA","walton","Cardiovascular Diseases","All stroke",307.9,"per 100,000","Ages 65 years and older","Overall","Overall","13297",32819
"2930","2011","GA","walton","Cardiovascular Diseases","All stroke",315.5,"per 100,000","Ages 65 years and older","Overall","Overall","13297",30991
"2931","2010","GA","walton","Cardiovascular Diseases","All stroke",326,"per 100,000","Ages 65 years and older","Overall","Overall","13297",30038
"2932","2012","GA","walton","Cardiovascular Diseases","All stroke",307.2,"per 100,000","Ages 65 years and older","Overall","Overall","13297",32513
"2933","2019","GA","ware","Cardiovascular Diseases","All stroke",27.2,"per 100,000","Ages 35-64 years","Overall","Overall","13299",33254
"2934","2017","GA","ware","Cardiovascular Diseases","All stroke",27.3,"per 100,000","Ages 35-64 years","Overall","Overall","13299",32329
